,0
Q06524,1.0
P40342,1.0
Q07617,1.0
P33419,1.0
P36131,1.0
Q5S003,1.0
Q8RY95,1.0
P38839,1.0
Q9S7A9,0.3333333333333333
O36023,1.0
O15743,0.08333333333333333
Q9NY87,0.3333333333333333
Q5ZPV8,0.5
Q10411,0.5
P45819,1.0
E1BUG7,1.0
Q96JI7,0.06666666666666667
P32342,1.0
O82803,0.5
Q8BKA3,1.0
P36077,0.5
P07665,1.0
P54622,1.0
Q8K330,0.5
Q9Y2M2,1.0
Q9FNF2,0.3333333333333333
O94864,1.0
Q9P2P6,0.2
P51557,1.0
P36631,1.0
P50527,1.0
P92189,1.0
O88697,1.0
Q2MH31,0.5
Q9ESX2,1.0
Q8K3K4,0.16666666666666666
Q148B6,1.0
Q8N0X7,1.0
Q8N0Z3,1.0
Q8K1S6,0.5
P93015,0.2
P48009,0.25
Q9M4A2,1.0
Q9M4A1,1.0
O43031,1.0
P63272,1.0
P16086,0.5
O15042,0.5
O22315,0.0625
Q9H3Y6,0.5
P61011,0.5
O74436,1.0
Q45FA5,1.0
O60093,1.0
Q01130,0.1111111111111111
Q13242,0.07142857142857142
Q9UJW9,0.5
O13286,1.0
Q9GM70,0.5
Q91XS8,0.5
Q9QX27,0.5
Q3UZZ6,0.5
P42230,0.3333333333333333
Q9MAQ0,0.5
Q76I79,0.5
Q6IVY4,0.5
O60284,0.5
Q80VR3,1.0
Q7TSE6,0.5
Q9ZT71,0.5
Q9UJ98,1.0
Q9UGK3,0.5
Q12427,0.5
O14185,1.0
P15705,0.5
Q8VYD2,0.3333333333333333
Q9Y6Q2,1.0
Q9H6E5,1.0
Q5VSL9,0.2
Q84V18,1.0
Q6L612,1.0
Q8WUJ0,1.0
Q9C5G0,0.5
P46676,1.0
P63165,0.25
P70279,1.0
Q00917,1.0
P22293,1.0
P53032,1.0
Q12286,1.0
Q9FNC7,1.0
Q15022,0.07692307692307693
P80315,0.3333333333333333
P50990,0.3333333333333333
Q9M9V9,0.5
Q03533,1.0
Q95ZS2,1.0
Q7T0L4,0.5
Q1MTQ1,1.0
Q86WV5,0.5
Q9SPU7,1.0
Q96S53,1.0
P47226,0.5
Q96LM6,0.5
Q9UNN4,1.0
Q13889,1.0
Q9NQB0,0.25
Q9JMG6,0.5
Q923W1,0.5
Q9FX53,1.0
O94460,0.5
Q22100,0.5
P53552,0.25
Q8BKT7,0.5
Q6I9Y2,1.0
Q08231,1.0
P42286,0.5
Q8LPR8,0.5
P53299,1.0
P42949,1.0
O35857,0.3333333333333333
Q9Y8C0,1.0
Q9UNS1,0.25
F4IW47,0.05263157894736842
P81760,1.0
Q8VY21,1.0
Q12513,1.0
A1Z6J5,1.0
P83887,0.16666666666666666
Q3UB74,0.3333333333333333
I4DST8,0.5
Q9HEQ9,1.0
Q9VLR5,1.0
Q13569,1.0
Q8MIR0,0.3333333333333333
Q9H147,1.0
P87061,1.0
Q9P3W5,0.5
Q6NME7,1.0
O35144,0.16666666666666666
Q7ZXE9,0.3333333333333333
P0C1Z6,0.5
Q9AT00,0.25
Q8GXN9,0.5
Q9JMA2,0.5
Q96EK4,1.0
F4IRQ5,1.0
Q9NWX6,1.0
O94266,0.3333333333333333
P40998,0.3333333333333333
Q9NQ88,0.3333333333333333
Q86X45,0.25
Q9ZW33,1.0
Q9XH48,0.5
Q9XGX9,0.3333333333333333
Q9R1X4,0.25
Q9BSI4,1.0
P34314,1.0
P40462,0.3333333333333333
Q9NVH6,0.5
R4X244,0.5
Q9JLR5,1.0
Q9N428,1.0
A0AQW4,1.0
A1YKT1,1.0
P78371,0.3333333333333333
P48643,0.25
Q94K05,0.25
P42932,0.3333333333333333
O14776,0.3333333333333333
Q10274,1.0
Q3ZBF7,1.0
O15273,1.0
Q9D9U4,1.0
Q13888,1.0
Q84MZ4,1.0
Q12415,1.0
O95379,0.3333333333333333
E3VNM4,1.0
Q12052,1.0
O94634,1.0
Q5T1C6,0.5
F4ISV6,1.0
Q09779,0.5
Q8L4M1,1.0
Q86W42,0.5
Q62264,0.3333333333333333
Q93ZM9,1.0
Q91WA1,1.0
P82658,0.5
P82281,1.0
Q62440,0.5
P97532,0.3333333333333333
Q7Y1W1,1.0
O88978,0.25
Q9C0N3,0.3333333333333333
Q570C0,0.25
P58753,0.25
P23950,0.3333333333333333
O55047,1.0
Q08422,1.0
P28289,0.1
A1Z6L1,1.0
Q02721,1.0
Q94FY7,0.125
Q9VH70,1.0
Q8T133,0.5
Q8K288,0.3333333333333333
Q8WVT3,1.0
P48491,0.5
F4IV16,0.5
Q22866,0.5
F6ZDS4,0.0625
Q9ULW0,0.5
Q07471,0.16666666666666666
Q38814,0.25
O94278,0.5
P42765,1.0
Q99757,0.25
Q8L719,0.1
Q6NQ72,0.14285714285714285
Q9USR5,1.0
Q1MTP1,1.0
Q92748,0.3333333333333333
O13927,1.0
Q8MKF1,0.5
Q08686,0.5
O60220,1.0
Q9XGY4,1.0
P57744,1.0
O75663,1.0
P89886,0.5
Q9NZQ9,0.1
P62072,1.0
P32830,0.5
Q9Y5L4,0.5
Q2QAV0,0.08333333333333333
O22160,0.25
A4F267,0.5
Q9LHE5,1.0
Q9HDW0,1.0
Q94FY8,0.5
P34219,0.25
Q9FQ24,0.3333333333333333
P90520,1.0
Q80Z37,0.25
O14356,0.5
Q94AI7,0.5
P29144,0.3333333333333333
Q0J7U6,0.5
P12270,0.3333333333333333
Q8R3N6,1.0
O08583,0.1
O13539,1.0
P31483,0.3333333333333333
D3IUT5,0.5
Q8LBM2,1.0
Q9VR52,0.25
Q01852,1.0
Q8J1Z1,0.5
G5EDN3,0.3333333333333333
P49021,0.3333333333333333
Q07352,0.3333333333333333
P23949,0.3333333333333333
O20250,0.06666666666666667
Q9SW33,0.1111111111111111
Q9Y4G6,1.0
Q8TBZ6,0.25
Q03525,0.5
Q91ZW6,0.5
Q9XUS7,0.25
Q15785,0.5
A2XFC1,0.14285714285714285
Q9Y7K2,0.5
F4I6M4,0.5
Q95Q95,1.0
Q5XF06,1.0
Q7Z2Z1,0.5
Q9NJE9,0.25
P87108,0.25
O35094,0.3333333333333333
O74700,0.25
P79065,1.0
Q5JNS0,1.0
Q9CA28,1.0
Q9LVV5,1.0
Q08687,0.5
Q12000,0.3333333333333333
Q3E764,1.0
P32643,0.5
Q9TXQ1,1.0
Q8NDV7,0.3333333333333333
P32773,0.5
A1Y9I9,1.0
P70399,1.0
Q9BWF2,1.0
Q9Y5J7,0.5
Q8H1Q1,0.3333333333333333
Q9THX6,1.0
Q9UKI8,0.3333333333333333
Q59H18,1.0
Q8NFZ5,0.125
Q9FEE2,0.5
Q6Q4D0,1.0
P30189,1.0
B8BDQ4,1.0
E5FYH0,1.0
Q9CQP2,0.5
A1Z8P9,1.0
F1MA98,0.3333333333333333
Q5UB07,1.0
Q09723,0.5
Q99PQ1,0.1
Q9BZY9,0.09090909090909091
Q8CH72,0.25
Q56R14,1.0
Q8C006,0.5
Q96LD4,0.14285714285714285
Q9ERP3,0.5
Q0PF16,0.09090909090909091
Q8BGE7,0.1
Q8C7M3,0.3333333333333333
Q12383,1.0
Q93XM6,1.0
O95932,0.5
O43548,0.5
Q7Z6K1,1.0
O94265,0.5
Q8IFW4,0.25
P70318,0.5
Q62318,0.02857142857142857
Q8BZA9,0.3333333333333333
Q9Y3D7,0.5
O22773,0.5
Q99ML2,0.3333333333333333
P40032,1.0
Q99MS8,0.3333333333333333
Q9P940,0.5
B9DGU7,0.5
F4J8D3,1.0
Q27249,0.5
Q00764,1.0
O14145,1.0
P31688,1.0
O14246,1.0
Q15628,1.0
P48561,1.0
P14373,0.16666666666666666
Q99PP7,0.08333333333333333
Q9BVG3,0.3333333333333333
Q9ESN6,0.3333333333333333
Q8LEK4,0.05263157894736842
Q9UTH1,1.0
Q07527,1.0
Q32P41,1.0
Q8TFG7,1.0
Q80ZI1,0.125
Q9C8J7,0.25
Q42529,1.0
P0DI82,0.5
Q64514,0.5
P38426,0.5
Q9Y4K3,1.0
Q12931,0.058823529411764705
Q9FJW5,0.3333333333333333
Q9FFY9,0.5
O74955,1.0
Q01534,0.2
O13956,1.0
Q9UUA9,1.0
Q9UPQ9,0.25
Q7ZZY3,0.5
Q61471,1.0
Q03280,1.0
Q18090,0.5
Q9HCN2,1.0
Q7TQD2,1.0
Q5M731,0.5
Q569Z6,0.045454545454545456
Q6E2N3,1.0
Q9UPN9,0.1
O94972,1.0
O43715,1.0
Q15650,1.0
Q14669,1.0
Q9XFI1,0.3333333333333333
O22779,0.3333333333333333
Q9FG36,1.0
Q9SEU7,0.037037037037037035
Q9FQ25,0.3333333333333333
P11387,1.0
P11388,0.5
Q06266,1.0
Q66JW3,1.0
Q3TBL6,0.3333333333333333
A4FVP2,1.0
Q9Y2W1,0.043478260869565216
Q13595,0.07692307692307693
Q12933,1.0
Q24119,1.0
Q9UDY6,0.1111111111111111
Q8WV44,0.5
Q9BRZ2,0.16666666666666666
Q924W6,1.0
Q96RU7,0.16666666666666666
Q9C030,0.07142857142857142
Q12400,0.3333333333333333
O94636,1.0
P38238,0.25
Q13470,0.5
P41888,1.0
P53840,1.0
O96008,0.06666666666666667
P30181,1.0
Q9V8P9,0.16666666666666666
Q03496,1.0
Q9M2X3,0.3333333333333333
Q96PN7,1.0
Q7KVS9,1.0
O14307,0.5
Q9UHF7,1.0
P11596,0.3333333333333333
Q969P6,0.3333333333333333
P15348,0.5
Q9FR53,0.3333333333333333
Q76IQ7,1.0
O70274,1.0
P53738,0.5
Q9BVS5,1.0
P62995,0.047619047619047616
Q60803,1.0
P97473,0.5
Q9NBK5,0.3333333333333333
O15344,0.09090909090909091
Q8IYM9,0.07142857142857142
Q9UPQ4,0.3333333333333333
Q86XT4,0.16666666666666666
Q80VI1,0.5
Q38HM4,0.5
Q28283,1.0
Q8VZT6,0.5
Q9HGQ2,0.5
P41814,1.0
Q96GM8,1.0
Q9T041,0.16666666666666666
Q5GJ75,1.0
Q99PQ2,0.07692307692307693
Q05024,1.0
Q14258,0.14285714285714285
Q14134,0.2
Q9BYJ4,0.09090909090909091
Q9HCM9,0.3333333333333333
Q9H8W5,1.0
Q9C035,0.0625
Q9C026,0.3333333333333333
Q12463,1.0
O13935,0.5
Q03774,1.0
Q9UBP6,1.0
O22765,0.5
O22229,1.0
Q93VV9,0.3333333333333333
P83510,0.2
Q8H0U4,1.0
Q9Y5L0,1.0
Q800K6,0.5
Q19253,0.3333333333333333
Q54GH3,1.0
Q96B49,0.5
O17966,0.5
E5FYH1,1.0
Q50EK2,1.0
Q6Q3H2,1.0
O23166,1.0
P34708,1.0
O00463,1.0
Q8K4K2,0.3333333333333333
Q15654,0.3333333333333333
O64654,1.0
Q8LCT3,0.25
Q12009,1.0
Q02648,1.0
P29509,0.5
Q9SEU8,0.041666666666666664
Q9H0U9,1.0
Q99LG4,1.0
Q8TAM2,1.0
P47168,1.0
Q86PC9,1.0
Q09715,1.0
O43396,1.0
Q9JMH6,1.0
Q9NNW7,0.08333333333333333
O74887,0.2
Q9U1Q0,1.0
Q6EMB2,0.5
P26651,0.3333333333333333
G5EE86,1.0
Q6IBS0,0.25
Q9NUW8,0.5
Q2T9J0,0.16666666666666666
Q9UTI7,1.0
Q9LR44,0.5
P68036,0.5
Q13404,0.5
O74810,0.5
P25976,0.5
Q9Y4A5,0.5
O94504,1.0
Q39243,0.5
Q9ZP20,1.0
O64764,0.25
Q9N2I8,0.1
Q8LD49,0.2
Q8L7S9,0.08333333333333333
Q92574,1.0
Q2HNT2,0.5
P38427,0.3333333333333333
Q9P7V3,1.0
B2RX14,0.5
Q9VFM9,0.25
Q9I969,1.0
Q9NUQ3,0.3333333333333333
Q86VQ3,1.0
Q8N427,0.3333333333333333
O43818,0.5
O75643,1.0
Q8CGB3,0.3333333333333333
Q9H832,0.047619047619047616
Q9QZI7,1.0
Q9UUG9,1.0
Q9LUI3,1.0
Q12094,1.0
Q55FT4,0.07692307692307693
Q9H2G4,0.3333333333333333
Q96AE7,0.5
Q96NG3,0.5
Q23049,1.0
Q8CHB8,0.5
Q99P25,1.0
P42681,1.0
P83876,0.5
Q715T0,0.25
Q8H1D9,1.0
Q9USG9,0.5
Q9DBA6,0.3333333333333333
Q00899,0.5
Q8VY74,1.0
O74503,1.0
G5EEV2,1.0
Q9Y606,1.0
Q38879,1.0
Q63HK5,0.3333333333333333
Q15631,1.0
P87156,1.0
Q8NFU3,0.16666666666666666
Q0HA38,1.0
P41842,1.0
Q9ULT0,1.0
Q7K556,1.0
Q9UNY4,1.0
P0CAZ0,1.0
Q23MT7,0.5
P38254,1.0
P49638,0.16666666666666666
P47973,0.3333333333333333
Q5VYS8,1.0
Q91YR1,0.25
P10627,1.0
Q07163,1.0
O95551,1.0
Q9D883,0.25
P36629,0.125
Q8BGJ9,0.25
Q15696,1.0
Q86WT6,1.0
Q9C037,0.125
Q10224,0.5
Q10313,1.0
Q96Q11,1.0
Q8IRW8,0.5
Q9XFH8,0.5
Q42403,0.5
Q6NPF9,0.09090909090909091
P20659,1.0
Q96PF2,1.0
Q23FE2,1.0
Q9SIY3,1.0
G4SLH0,1.0
B5X582,0.5
Q9UJT2,1.0
Q06672,1.0
Q5TCY1,0.5
Q8SYD0,1.0
Q62187,1.0
O43156,1.0
Q10438,1.0
Q8BJ37,0.5
Q9ZR39,0.125
Q9FMY5,0.25
Q08747,1.0
Q8WVN8,1.0
O45495,0.5
P38820,1.0
Q9GZZ9,1.0
O15205,0.5
Q8VDW4,1.0
O08759,1.0
Q9NZI7,0.5
Q9BZL1,1.0
Q9Y2K6,1.0
O24454,0.3333333333333333
Q8C2S0,0.5
Q86UV5,1.0
P61960,1.0
Q9XFH9,0.3333333333333333
O48737,0.1111111111111111
Q9Z0J5,0.07142857142857142
Q09778,0.5
D3ZKB9,0.5
Q8VWG3,1.0
Q6PF05,1.0
Q6PGP7,0.5
P53804,1.0
Q86TV6,1.0
Q8N841,0.5
A2APC3,1.0
P22893,0.3333333333333333
Q09306,1.0
Q9USR1,1.0
Q6QN14,1.0
Q9S709,0.25
Q9BSL1,1.0
Q93571,1.0
P63072,0.5
P54578,0.5
Q9P275,0.25
Q13107,0.3333333333333333
Q8WUN7,1.0
Q06682,1.0
O94888,1.0
Q8VWK4,0.3333333333333333
O42893,0.5
Q6E434,1.0
Q0KL02,0.16666666666666666
Q6K431,1.0
Q39242,0.3333333333333333
P0CU34,0.2
Q692V3,1.0
Q9VM92,1.0
A4Q9E8,0.5
A4Q9F0,1.0
P46959,0.5
Q9HGL4,1.0
P49957,0.5
P38816,0.5
Q9SEU6,0.05555555555555555
Q9JLT4,0.125
Q8GV05,0.2
Q39238,0.3333333333333333
P25040,1.0
Q3UVR3,0.125
B5DEL3,0.5
Q32NU8,0.5
A4Q9F4,0.2
Q15029,1.0
P51965,0.5
P91853,1.0
Q5DU02,1.0
Q9BXU7,1.0
O88623,0.5
Q9Y6I4,1.0
Q9H0E7,0.5
P35123,0.3333333333333333
Q9P7V9,1.0
Q8R512,1.0
Q8T940,1.0
Q8TAS1,0.5
Q8VDF2,0.16666666666666666
Q96RL1,1.0
Q10267,0.5
P16163,0.5
O94621,1.0
Q5W0Q7,1.0
Q12132,1.0
Q05946,0.5
P40362,0.5
O74862,0.5
Q969X6,1.0
P53276,1.0
P50551,0.25
P34223,1.0
Q96PU4,0.2
Q96BW1,1.0
O59707,0.5
Q04179,0.5
P25688,1.0
O74427,1.0
O13878,1.0
O94676,0.5
P53254,0.5
P40498,0.5
Q9VM91,1.0
Q5TAX3,0.5
Q9VI58,1.0
Q99MV2,1.0
Q9DBG9,1.0
Q715S9,0.3333333333333333
Q04235,1.0
Q8RWV8,1.0
Q13432,0.25
Q9T0A7,0.3333333333333333
Q18685,1.0
Q6DGE9,0.5
O01761,1.0
Q4V5A3,0.3333333333333333
Q14146,1.0
Q8TCY9,0.3333333333333333
Q9Y6N9,0.5
Q9VPQ6,1.0
Q16560,1.0
Q9LKA4,1.0
Q95017,0.25
P50623,0.25
P63149,0.25
E9Q735,1.0
Q9ES00,0.3333333333333333
Q9CQ84,0.5
Q9UUB6,0.3333333333333333
Q9UMW8,1.0
Q9UK80,1.0
Q5U349,0.5
Q9VRP5,1.0
Q9UHD9,0.5
Q8IWV7,1.0
P54730,1.0
Q10187,1.0
Q63285,0.5
Q96QD9,0.5
Q9H3U1,0.5
Q9LT38,0.5
Q9C0B0,0.5
Q9US43,0.5
Q04411,1.0
P23202,0.125
O94617,1.0
P51668,0.5
Q7TSS2,1.0
Q9LES2,0.2
P61088,0.25
Q9USR2,1.0
P51784,0.5
Q9UHP3,0.3333333333333333
P40453,1.0
Q07963,1.0
Q9BZV1,1.0
Q9FFF2,0.25
Q9JKB1,1.0
Q9P6S3,1.0
Q9HE05,1.0
Q42605,0.5
Q96T88,0.16666666666666666
O70405,0.2
Q08562,1.0
Q8CGY6,0.5
Q9SYB9,0.5
Q9SIP1,1.0
Q96WV0,1.0
Q9SJM7,0.5
Q9W148,1.0
P16649,1.0
Q9NX01,0.3333333333333333
O60078,1.0
A1L167,1.0
Q9NZ09,1.0
Q9LJZ5,0.5
P23566,0.2
P14682,0.5
Q8WVY7,0.3333333333333333
Q9C0C9,0.03333333333333333
Q9SCJ9,1.0
Q80U87,0.5
Q9QZM0,0.5
O04482,0.2
O94536,0.5
E7EZF3,0.2
Q7TMI3,0.2
P22812,1.0
Q8BHN1,0.5
Q11183,1.0
Q9CQ79,1.0
Q8BG60,1.0
O17389,0.5
Q9VQM4,1.0
Q09832,1.0
Q9BZF9,0.3333333333333333
O80678,0.25
P28263,0.5
P63281,0.2
Q9M427,1.0
Q9UTT1,1.0
Q8CEG8,1.0
Q96K76,1.0
Q8LAM0,0.25
Q93009,1.0
Q9ES53,1.0
Q09275,1.0
Q8GZA8,0.5
Q19203,1.0
O74834,1.0
P36097,1.0
Q23TC2,1.0
Q23AS2,1.0
Q80UG8,0.25
F4JRR5,1.0
Q9Z0P5,0.25
Q9D030,1.0
Q9LMR3,0.5
P04818,1.0
P06785,1.0
Q9CAE4,0.5
Q3USZ2,0.5
P11441,0.2
Q14694,1.0
P38237,1.0
P34547,0.3333333333333333
Q922Y1,1.0
Q23K29,1.0
Q9BRA2,1.0
P38319,1.0
P25490,0.5
Q19360,1.0
P06104,0.2
P40984,0.25
Q9VTY6,0.5
Q9R085,0.3333333333333333
O94782,1.0
P57080,0.3333333333333333
Q96RU2,0.3333333333333333
Q92353,0.25
P40818,0.3333333333333333
Q6WKZ8,1.0
Q12229,1.0
Q9NWZ5,1.0
Q9UT93,0.5
Q23238,1.0
Q940S3,1.0
Q969T4,0.3333333333333333
Q9NPD8,0.5
Q9Y5K5,0.25
B9FXT3,1.0
Q16851,1.0
Q2PS26,0.5
O74416,1.0
P39001,1.0
P52906,1.0
Q12151,0.5
Q9SU29,1.0
P47108,1.0
O14016,1.0
Q9ZUX4,1.0
Q23551,1.0
Q05776,0.3333333333333333
Q9NVA1,0.5
P38627,0.5
Q09804,0.5
P87125,1.0
O64642,1.0
Q6DRC5,1.0
Q04177,1.0
Q8W4L5,1.0
P70460,0.25
Q9HDW6,0.5
A0A086T5L8,0.16666666666666666
Q9SHZ6,1.0
P22314,0.5
P54860,1.0
P78811,0.5
O59819,0.5
F4IY62,0.5
P13528,1.0
Q9LIH6,0.5
Q86B79,0.5
P48412,1.0
Q9CQY6,1.0
Q93008,1.0
Q9BVJ6,0.25
O94365,0.5
Q9Y5J1,0.5
Q06078,1.0
Q9FIE8,1.0
Q9FKM2,0.25
L0PQS5,0.14285714285714285
C8VTV4,0.14285714285714285
B6HU70,0.5
B6HQN4,0.16666666666666666
G5EDZ2,1.0
Q9US41,1.0
P34247,0.5
Q02931,1.0
Q14119,1.0
P40463,1.0
O81644,0.2
P37398,1.0
P52759,1.0
Q9FKS0,0.3333333333333333
Q6PHR2,0.25
Q8RWN0,0.5
O13769,0.5
Q8S8I2,0.5
Q9U221,1.0
P12887,1.0
P34241,1.0
Q06525,1.0
Q04305,0.5
O75691,0.5
Q9NYH9,1.0
P40055,1.0
Q8S9K3,1.0
Q9SRH5,0.25
Q12220,1.0
Q04500,0.3333333333333333
Q8TED0,1.0
Q9V7P1,1.0
O60055,0.5
Q12339,0.5
O74974,1.0
O60161,1.0
Q9HE11,1.0
Q02354,1.0
Q8WQ85,0.5
P08670,0.0625
Q54MH2,1.0
B5X0I6,1.0
P34511,1.0
Q709C8,1.0
O75436,0.25
Q8C0E2,0.25
Q9BQ65,1.0
Q8R5K5,0.5
O94259,1.0
Q06679,1.0
Q9P4X3,1.0
P38882,1.0
Q9XXU9,0.5
P40157,1.0
O81643,0.25
O65570,0.16666666666666666
P31000,0.05555555555555555
Q6PFW1,0.5
O74429,1.0
Q9FNQ0,0.5
P47142,1.0
Q9ES64,0.5
P09052,0.16666666666666666
P40041,0.5
Q00341,1.0
Q9W1R5,0.5
Q5BBX1,0.25
G3YHA8,0.14285714285714285
P40080,1.0
Q9C2N1,1.0
F4KHI3,0.5
O81645,0.16666666666666666
O43314,0.5
Q9URW7,0.5
P36017,0.125
O74967,1.0
P53853,0.5
Q19848,1.0
H2L0H5,1.0
Q92558,1.0
Q8VDD8,1.0
O08816,0.5
O74184,0.5
O74409,1.0
P27515,1.0
Q9FJX3,0.25
Q9W552,0.25
Q9VU87,1.0
Q9VCU7,1.0
Q9W0S8,1.0
Q9H1Z4,1.0
Q5RKI0,0.25
Q9C0J8,1.0
P57081,1.0
P61965,0.5
Q94JX5,0.16666666666666666
B6H3B2,0.125
P87377,1.0
P40547,1.0
Q9VIP8,1.0
O42250,1.0
Q06263,1.0
Q6P4I2,0.5
Q8IWA0,1.0
Q66GR6,0.5
P0C7L0,0.1111111111111111
Q91XU0,1.0
Q6EPZ0,1.0
Q6QHD1,1.0
Q9C519,1.0
P22561,0.16666666666666666
Q91WL8,0.3333333333333333
P47990,0.08333333333333333
Q9UT60,1.0
Q8H3A7,1.0
Q9NQH7,0.5
Q9FQ03,0.125
Q03785,1.0
Q9LVC6,0.16666666666666666
P02640,0.2
P40336,0.25
O13821,1.0
Q9UTI5,1.0
O59669,1.0
Q9P790,1.0
Q61048,0.3333333333333333
Q9CX97,1.0
Q6RFH5,1.0
Q5ND34,1.0
P0C1S8,0.5
Q9SEI0,0.037037037037037035
Q3LHL9,1.0
Q12416,1.0
Q9LL85,0.2
Q9H4A3,0.25
Q09604,1.0
P56216,1.0
Q3MIE4,0.07692307692307693
Q9SMX3,0.25
Q9SM43,0.5
P40522,0.5
Q1MTR3,1.0
Q9LHF5,1.0
P85972,1.0
Q03433,1.0
Q9NP79,0.5
Q03631,1.0
Q8GYX9,0.25
O04193,0.14285714285714285
Q9JIH7,0.3333333333333333
Q944Q0,1.0
Q0JEE2,1.0
Q9FL26,1.0
P38838,1.0
S0DHV6,0.16666666666666666
Q6QZQ4,0.5
P21576,0.06666666666666667
Q06696,1.0
O94388,1.0
O75554,0.3333333333333333
Q9UNX4,1.0
Q15061,1.0
Q8CGF6,1.0
O80775,1.0
Q6UXN9,0.5
P07527,0.25
Q9M9S3,0.5
Q9Z0G8,0.1111111111111111
O88286,1.0
P83741,0.3333333333333333
E1B328,1.0
Q9XI90,1.0
Q10953,1.0
Q9C516,1.0
Q9LTT8,0.5
C8VTS4,0.5
Q8BGW8,1.0
Q9FPW4,1.0
Q9C950,1.0
Q69YN4,0.5
Q9M9F0,1.0
Q502W6,0.5
Q924H7,0.5
Q91YD9,0.5
O43709,0.3333333333333333
Q84WL6,1.0
Q4VBE8,0.5
Q9W7F2,0.25
Q09873,1.0
Q96EX3,0.1111111111111111
Q9GZS3,1.0
Q9SLB9,1.0
Q8IV63,0.5
Q9BTA9,0.3333333333333333
Q5BLX8,1.0
Q9V3J8,1.0
Q9HGL9,1.0
Q9M047,0.14285714285714285
Q9BYP7,1.0
Q9LG05,1.0
Q6IEQ7,0.5
P19544,0.1111111111111111
Q9SB92,1.0
Q9VLU5,0.3333333333333333
Q9EPK5,1.0
Q9P6R1,0.14285714285714285
Q8L4H0,0.5
P47817,1.0
A4PES0,0.5
Q6IN36,0.25
J9N5P9,0.25
Q8BZZ3,0.5
Q9VJG0,0.5
P47165,0.5
Q13426,1.0
Q6NLW5,1.0
P40383,0.2
Q8L3W1,1.0
Q08831,1.0
Q9LUL2,0.5
Q9LF27,0.5
Q5U4F6,0.16666666666666666
Q8BND3,1.0
Q9M2Z2,1.0
O43379,0.3333333333333333
Q9USZ0,1.0
Q9VLN1,0.5
O48724,1.0
Q6X7J4,1.0
Q0DAJ3,0.5
Q8S8P5,0.5
Q9VE86,0.3333333333333333
Q14191,0.5
Q9P7J2,1.0
Q9C0E2,1.0
O94258,1.0
O43543,1.0
P12956,1.0
Q9H0D6,0.1111111111111111
Q9ZVN2,0.5
Q8H124,1.0
Q9FZ89,1.0
Q9LW26,0.3333333333333333
Q9ZQY6,1.0
Q9Y7S6,0.3333333333333333
Q8H1R4,1.0
Q7YR23,1.0
Q99J72,1.0
Q8WTS1,0.5
Q8BL65,1.0
P15891,1.0
P78820,1.0
P28299,0.3333333333333333
Q12031,1.0
Q03771,0.3333333333333333
O96019,0.25
Q9Z1P2,0.25
Q54I79,0.16666666666666666
Q9P7J7,1.0
P53909,0.3333333333333333
Q9M0X9,0.5
P14164,1.0
Q8K4K7,1.0
Q969K4,1.0
Q6Z6M4,0.3333333333333333
Q9SGY2,0.5
A2AKK5,0.14285714285714285
Q94A28,0.041666666666666664
Q9P7D4,0.5
O64894,1.0
P52505,0.1
Q9FZ47,1.0
Q3UNX5,0.5
O18178,1.0
P38903,1.0
Q93YV6,0.14285714285714285
Q32PI5,0.16666666666666666
Q54QR9,0.16666666666666666
P47177,1.0
P11171,1.0
O42652,0.3333333333333333
P00507,0.2
Q08641,1.0
Q9P2A4,0.3333333333333333
Q8N1Q8,0.5
Q23500,0.5
Q8N9L9,0.25
Q68CK6,0.3333333333333333
P31946,0.1
P62258,0.1
Q15173,0.3333333333333333
P29372,1.0
Q84P21,1.0
P00508,0.2
O94570,0.3333333333333333
Q9UH17,1.0
Q19Q52,1.0
Q4JIM5,1.0
P56765,1.0
P70584,1.0
Q96AP0,0.16666666666666666
P86173,0.3333333333333333
Q9FGX1,1.0
Q86TX2,0.16666666666666666
O14734,0.3333333333333333
O74934,0.5
O74936,0.5
O60239,0.25
P85971,0.09090909090909091
P78789,1.0
Q8R0P4,0.5
P54646,0.09090909090909091
Q6LA53,1.0
Q84LM4,1.0
Q9QYW0,0.3333333333333333
Q01802,1.0
I1S4T3,1.0
B7U179,0.5
Q9QZM5,0.3333333333333333
Q9USY4,1.0
Q9MA55,0.5
Q80XL6,0.3333333333333333
Q9P6J1,1.0
P16276,0.5
O55171,0.5
P58137,0.3333333333333333
O74935,0.3333333333333333
Q20655,0.1
P42644,0.09090909090909091
Q6EUP4,0.1
O04376,0.5
A4FV68,0.3333333333333333
Q8LF36,0.16666666666666666
Q09543,0.125
Q38845,0.16666666666666666
Q33DV3,1.0
P85968,0.3333333333333333
P62484,0.3333333333333333
C7J2Z1,0.5
O00763,0.5
Q9H845,0.5
O04983,0.5
O64587,1.0
P32316,0.5
P63104,0.1
G5EDR3,1.0
P47096,1.0
Q8GWR1,1.0
Q10343,0.5
Q5EG47,0.3333333333333333
Q3EDJ0,0.2
Q8R5A3,1.0
Q8NE71,1.0
Q9SJN0,0.5
Q5SWU9,0.5
O65902,1.0
P57752,1.0
P42645,0.09090909090909091
Q84P23,0.3333333333333333
Q9SMT7,1.0
Q8H151,1.0
P46644,1.0
Q9XF19,0.2
Q54ET6,1.0
Q9LD43,0.5
Q9SV41,1.0
P56932,1.0
Q676U5,1.0
P12904,0.3333333333333333
P46643,0.25
Q9JKX4,0.25
